year	uid	title	author	presenter	country	affiliation
2016	551	Inference when using nearest neighbors methods and the bootstrap	Gerhard Tutz	0	Germany	Ludwig-Maximilians-University Munich
2016	229	Estimating the number of clusters in OTRIMLE robust Gaussian mixture clustering	Christian Hennig	1	United Kingdom	UCL
2016	229	Estimating the number of clusters in OTRIMLE robust Gaussian mixture clustering	Pietro Coretto	0	Italy	Universita di Salerno
2016	266	Sparse and robust PLS for regression and binary classification	Peter Filzmoser	1	Austria	Vienna University of Technology
2016	266	Sparse and robust PLS for regression and binary classification	Irene Hoffmann	0	Austria	Vienna University of Technology
2016	266	Sparse and robust PLS for regression and binary classification	Sven Serneels	0	United States	BASF Corporation
2016	266	Sparse and robust PLS for regression and binary classification	Christophe Croux	0	Belgium	Leuven
2016	266	Sparse and robust PLS for regression and binary classification	Kurt Varmuza	0	Austria	Vienna University of Technology
2016	296	Robust clustering for functional data	Diego Rivera Garcia	1	Mexico	Centro de Investigacion en Matematicas
2016	296	Robust clustering for functional data	Luis Angel Garcia-Escudero	0	Spain	Universidad de Valladolid
2016	296	Robust clustering for functional data	Agustin Mayo-Iscar	0	Spain	Universidad de Valladolid
2016	338	Compositional tables with applications in  robust statistical analysis: Methodology and computing	Kamila Facevicova	1	Czech Republic	Palacky University Olomouc
2016	338	Compositional tables with applications in  robust statistical analysis: Methodology and computing	Karel Hron	0	Czech Republic	Palacky University
2016	338	Compositional tables with applications in  robust statistical analysis: Methodology and computing	Valentin Todorov	0	Austria	UNIDO
2016	338	Compositional tables with applications in  robust statistical analysis: Methodology and computing	Matthias Templ	0	Austria	Vienna University of Technology
2016	370	TCLUST extensions	Agustin Mayo-Iscar	1	Spain	Universidad de Valladolid
2016	370	TCLUST extensions	Luis Angel Garcia-Escudero	0	Spain	Universidad de Valladolid
2016	370	TCLUST extensions	Alfonso Gordaliza	0	Spain	Universidad de Valladolid
2016	370	TCLUST extensions	Francesca Greselin	0	Italy	University of Milano Bicocca
2016	278	Overlapping clusterwise simultaneous component analysis	Kim De Roover	1	Belgium	KU Leuven
2016	278	Overlapping clusterwise simultaneous component analysis	Eva Ceulemans	0	Belgium	University of Leuven
2016	278	Overlapping clusterwise simultaneous component analysis	Paolo Giordani	0	Italy	Sapienza University of Rome
2016	286	Partitionned matrices in multiset and multiway data analysis	Mohamed Hanafi	1	France	ONIRIS
2016	286	Partitionned matrices in multiset and multiway data analysis	David Legland	0	France	INRA
2016	286	Partitionned matrices in multiset and multiway data analysis	Pasquale Dolce	0	France	ONIRIS-Nantes
2016	295	Mixture simultaneous factor analysis and Wald tests for factor loading differences in multivariate multilevel data	Kim De Roover	1	Belgium	KU Leuven
2016	295	Mixture simultaneous factor analysis and Wald tests for factor loading differences in multivariate multilevel data	Jeroen Vermunt	0	Netherlands	Tilburg University
2016	295	Mixture simultaneous factor analysis and Wald tests for factor loading differences in multivariate multilevel data	Marieke Timmerman	0	Netherlands	University of Groningen
2016	295	Mixture simultaneous factor analysis and Wald tests for factor loading differences in multivariate multilevel data	Eva Ceulemans	0	Belgium	University of Leuven
2016	322	Regularised multiblock methods for cancer patient classification	Tommy Lofstedt	1	Sweden	Umea University
2016	322	Regularised multiblock methods for cancer patient classification	Patrik Brynolfsson	0	Sweden	Umea University
2016	322	Regularised multiblock methods for cancer patient classification	Thomas Asklund	0	Sweden	Umea University
2016	322	Regularised multiblock methods for cancer patient classification	Tufve Nyholm	0	Sweden	Umea University
2016	328	A general overview of multiblock component methods	Arthur Tenenhaus	1	France	Laboratoire Signaux et Systemes
2016	328	A general overview of multiblock component methods	Michel Tenenhaus	0	France	HEC School of Management
2016	328	A general overview of multiblock component methods	Patrick Groenen	0	Netherlands	Erasmus University Rotterdam
2016	170	Selection of the number of components in mixture regression model	Wing Kam Fung	1	Hong Kong	University of Hong Kong
2016	204	Scalable clustering methods for dynamic Poisson graphical models	Yingying Wei	1	Hong Kong	The Chinese University of Hong Kong
2016	204	Scalable clustering methods for dynamic Poisson graphical models	old account LXY	0	Hong Kong	The Chinese University of Hong Kong
2016	185	A pivotal allocation based algorithm for solving the label switching problem in Bayesian mixture models	Han Li	1	China	Shenzhen University
2016	398	Using intraclass correlation coefficients to quantify spatial variability of catastrophe model errors	Baldvin Einarsson	1	United States	AIR-Worldwide
2016	398	Using intraclass correlation coefficients to quantify spatial variability of catastrophe model errors	Rafal Wojcik	0	United States	AIR-Worldwide
2016	398	Using intraclass correlation coefficients to quantify spatial variability of catastrophe model errors	Jayanta Guin	0	United States	AIR-Worldwide
2016	258	A general non-linear multilevel structural equation mixture model	Augustin Kelava	1	Germany	Eberhard Karls Universitaet Tuebingen
2016	258	A general non-linear multilevel structural equation mixture model	Holger Brandt	0	Germany	Eberhard Karls Universitaet Tuebingen
2016	582	A methodology to analyze fuzzy data	Maria Angeles Gil	1	Spain	Universidad de Oviedo
2016	433	On the hyperparameter settings of random forests	Philipp Probst	1	Germany	LMU Munich
2016	433	On the hyperparameter settings of random forests	Anne-Laure Boulesteix	0	Germany	LMU Munich
2016	433	On the hyperparameter settings of random forests	Bernd Bischl	0	Germany	LMU Munich
2016	489	Recovery of weak signal in high dimensional linear regression by data perturbation	Yongli Zhang	1	United States	University of Oregon
2016	384	Trees garrote for regression analysis	Masatoshi Nakamura	1	United States	Oita university
2016	501	Destination prediction by trajectory distribution-based models	Brendan Guillouet	1	France	Institut de Mathematiques de Toulouse
2016	501	Destination prediction by trajectory distribution-based models	Jean-Michel Loubes	0	France	University of Toulouse
2016	501	Destination prediction by trajectory distribution-based models	Philippe Besse	0	France	Institut de Mathematiques de Toulouse
2016	501	Destination prediction by trajectory distribution-based models	Francois Royer	0	France	Datasio
2016	407	A toolkit for stability assessment of tree-based learners	Michel Philipp	1	Switzerland	University of Zurich
2016	407	A toolkit for stability assessment of tree-based learners	Achim Zeileis	0	Austria	Universitaet Innsbruck
2016	407	A toolkit for stability assessment of tree-based learners	Carolin Strobl	0	Switzerland	University of Zurich
2016	523	Dynamic clustering of multiple multivariate time series: Application to climate data	Ceylan Yozgatligil	1	Turkey	Middle East Technical University
2016	523	Dynamic clustering of multiple multivariate time series: Application to climate data	Sipan Aslan	0	Turkey	middle east technical university
2016	523	Dynamic clustering of multiple multivariate time series: Application to climate data	Cem Iyigun	0	Turkey	middle east technical university
2016	396	Comparing matrix factorisation approaches to fuzzy clustering	Abdul Suleman	1	Portugal	Instituto Universitario de Lisboa ISCTE-IUL BRU Lisboa Portugal
2016	397	NPC to assess effects of maternal iodine nutrition and thyroid status on children cognitive development	Massimiliano Giacalone	1	Italy	University of Naples - Federico II
2016	397	NPC to assess effects of maternal iodine nutrition and thyroid status on children cognitive development	Angela  Alibrandi	0	Italy	University of Messina
2016	397	NPC to assess effects of maternal iodine nutrition and thyroid status on children cognitive development	Agata Zirilli	0	Italy	University of Messina
2016	397	NPC to assess effects of maternal iodine nutrition and thyroid status on children cognitive development	Maria Carla Moleti	0	Italy	University of Messina
2016	400	Detection of exceptional genomic words: A comparison between species	Ana Helena Tavares	1	Portugal	University of Aveiro
2016	400	Detection of exceptional genomic words: A comparison between species	Vera Afreixo	0	Portugal	University of Aveiro
2016	400	Detection of exceptional genomic words: A comparison between species	Joao Rodrigues	0	Portugal	University of Aveiro
2016	400	Detection of exceptional genomic words: A comparison between species	Carlos Bastos	0	Portugal	University of Aveiro
2016	400	Detection of exceptional genomic words: A comparison between species	Armando  Pinho	0	Portugal	University of Aveiro
2016	400	Detection of exceptional genomic words: A comparison between species	Paulo Ferreira	0	Portugal	University of Aveiro
2016	400	Detection of exceptional genomic words: A comparison between species	Paula Brito	0	Portugal	Universidade do Porto
2016	329	The temperature of Indian cities: Some insights using change point analysis with functional data	Poonam Rathi	1	India	N/A
2016	431	FinSam: An R package for finite population sampling analysis	Jacinto Martin Jimenez	1	Spain	Universidad de Extremadura
2016	431	FinSam: An R package for finite population sampling analysis	Manuel Molina	0	Spain	University of Extremadura
2016	431	FinSam: An R package for finite population sampling analysis	Juan Carlos Ridruejo Sayavera	0	Spain	De Extremadura
2016	559	R package for statistical process control when data are functional: fda.qcr	Miguel Flores	1	Ecuador	Escuela Politecnica Nacional
2016	559	R package for statistical process control when data are functional: fda.qcr	Salvador Naya	0	Spain	University of A Coruna
2016	559	R package for statistical process control when data are functional: fda.qcr	Javier Tarrio-Saavedra	0	Spain	Universidade da Coruna
2016	559	R package for statistical process control when data are functional: fda.qcr	Ruben Fernandez Casal	0	Spain	Universidade da Coruna
